model mu Z Age M(*+remn) F275_wfc3 F336_WFC3 F435W_WFC F475W_WFC F555W_WFC F606W_WFC F775W_WFC F502N_WFC F550M_WFC F658N_WFC F660N_WFC F439W_WFPC2 F555W_WFPC2 F675W_WFPC2
Ebi3.00Zp0.40T11.0000_iTp0.00_baseFe.fits 1.30 0.40000 11.00000 0.96560 11.31969 9.23170 8.57065 8.14370 7.59587 7.28016 6.33679 7.92775 7.40070 6.68935 6.75001 8.64194 7.66618 6.77815
Ebi3.00Zp0.40T11.5000_iTp0.00_baseFe.fits 1.30 0.40000 11.50000 0.96500 11.37413 9.27272 8.59752 8.16758 7.61652 7.29911 6.35209 7.95049 7.42014 6.70607 6.76691 8.66982 7.68703 6.79523
Ebi3.00Zp0.40T12.0000_iTp0.00_baseFe.fits 1.30 0.40000 12.00000 0.96440 11.42646 9.31253 8.62340 8.19069 7.63667 7.31755 6.36641 7.97269 7.43909 6.72208 6.78309 8.69659 7.70736 6.81163
Ebi3.00Zp0.40T12.5000_iTp0.00_baseFe.fits 1.30 0.40000 12.50000 0.96380 11.46988 9.34723 8.64818 8.21305 7.65632 7.33554 6.38048 7.99436 7.45756 6.73772 6.79891 8.72225 7.72710 6.82770
Ebi3.00Zp0.40T13.0000_iTp0.00_baseFe.fits 1.30 0.40000 13.00000 0.96330 11.52061 9.38428 8.67253 8.23498 7.67562 7.35331 6.39452 8.01560 7.47579 6.75332 6.81466 8.74735 7.74657 6.84366
Ebi3.00Zp0.40T13.5000_iTp0.00_baseFe.fits 1.30 0.40000 13.50000 0.96270 11.56624 9.41978 8.69637 8.25655 7.69458 7.37051 6.40809 8.03681 7.49352 6.76815 6.82976 8.77210 7.76551 6.85888
Ebi3.00Zp0.40T14.0000_iTp0.00_baseFe.fits 1.30 0.40000 14.00000 0.96220 11.59682 9.44589 8.71767 8.27668 7.71305 7.38770 6.42187 8.05695 7.51111 6.78355 6.84535 8.79396 7.78395 6.87456
Ebi3.30Zm2.27T00.0300_iTp0.00_baseFe.fits 1.30 -2.27000 0.03000 0.99970 4.50026 4.88643 5.79915 5.80601 5.76013 5.70254 5.45648 5.81094 5.74093 5.50729 5.53795 5.82303 5.77163 5.57807
Ebi3.30Zm2.27T00.0400_iTp0.00_baseFe.fits 1.30 -2.27000 0.04000 0.99960 4.54917 4.91508 5.79857 5.80253 5.75403 5.69603 5.44951 5.80510 5.73418 5.50319 5.53245 5.82176 5.76594 5.57111
Ebi3.30Zm2.27T00.0500_iTp0.00_baseFe.fits 1.30 -2.27000 0.05000 0.99950 4.57201 4.92613 5.79666 5.80013 5.75077 5.69194 5.44224 5.80230 5.73032 5.49772 5.52640 5.81972 5.76285 5.56529
Ebi3.30Zm2.27T00.0600_iTp0.00_baseFe.fits 1.30 -2.27000 0.06000 0.99950 4.61914 4.95687 5.79316 5.79441 5.74331 5.68381 5.43111 5.79507 5.72220 5.48964 5.51713 5.81551 5.75556 5.55560
Ebi3.30Zm2.27T00.0700_iTp0.00_baseFe.fits 1.30 -2.27000 0.07000 0.99930 4.62200 4.95824 5.79414 5.79382 5.73921 5.67730 5.41868 5.79285 5.71673 5.47812 5.50616 5.81689 5.75219 5.54464
Ebi3.30Zm2.27T00.0800_iTp0.00_baseFe.fits 1.30 -2.27000 0.08000 0.99930 4.63682 4.96649 5.78481 5.78114 5.72099 5.65492 5.38093 5.77770 5.69596 5.44806 5.47638 5.80754 5.73482 5.51392
Ebi3.30Zm2.27T00.0900_iTp0.00_baseFe.fits 1.30 -2.27000 0.09000 0.99920 4.65097 4.97277 5.77303 5.76561 5.69892 5.62711 5.32877 5.75926 5.67104 5.40961 5.43839 5.79582 5.71377 5.47439
Ebi3.30Zm2.27T00.1000_iTp0.00_baseFe.fits 1.30 -2.27000 0.10000 0.99900 4.66873 4.96600 5.72205 5.70798 5.63084 5.55088 5.21002 5.69720 5.59890 5.32012 5.34877 5.74474 5.64747 5.38177
Ebi3.30Zm2.27T00.1500_iTp0.00_baseFe.fits 1.30 -2.27000 0.15000 0.99840 4.77902 5.03245 5.73982 5.71453 5.61984 5.52849 5.15211 5.69330 5.58128 5.27828 5.30781 5.76273 5.63942 5.33826
Ebi3.30Zm2.27T00.2000_iTp0.00_baseFe.fits 1.30 -2.27000 0.20000 0.99780 4.84274 5.06155 5.72433 5.69379 5.59252 5.49763 5.10691 5.66809 5.55172 5.24306 5.27218 5.74679 5.61316 5.30066
Ebi3.30Zm2.27T00.2500_iTp0.00_baseFe.fits 1.30 -2.27000 0.25000 0.99730 4.95120 5.09795 5.71632 5.68169 5.57483 5.47615 5.07158 5.65251 5.53176 5.21558 5.24439 5.73851 5.59630 5.27179
Ebi3.30Zm2.27T00.3000_iTp0.00_baseFe.fits 1.30 -2.27000 0.30000 0.99680 5.01044 5.13146 5.71645 5.67870 5.56790 5.46756 5.05911 5.64689 5.52340 5.20472 5.23308 5.73842 5.59007 5.26048
Ebi3.30Zm2.27T00.3500_iTp0.00_baseFe.fits 1.30 -2.27000 0.35000 0.99630 5.05871 5.15900 5.71260 5.67013 5.55407 5.45192 5.03793 5.63447 5.50796 5.18837 5.21589 5.73414 5.57707 5.24184
Ebi3.30Zm2.27T00.4000_iTp0.00_baseFe.fits 1.30 -2.27000 0.40000 0.99580 5.10147 5.18512 5.71291 5.66668 5.54633 5.44238 5.02384 5.62803 5.49883 5.17695 5.20384 5.73409 5.56999 5.22946
Ebi3.30Zm2.27T00.4500_iTp0.00_baseFe.fits 1.30 -2.27000 0.45000 0.99530 5.14772 5.21446 5.71333 5.66470 5.54281 5.43868 5.02111 5.62415 5.49477 5.17487 5.20036 5.73369 5.56653 5.22591
Ebi3.30Zm2.27T00.5000_iTp0.00_baseFe.fits 1.30 -2.27000 0.50000 0.99480 5.16574 5.22285 5.70998 5.65902 5.53516 5.42921 4.99900 5.61652 5.48630 5.16369 5.18845 5.72979 5.55890 5.21186
Ebi3.30Zm2.27T00.6000_iTp0.00_baseFe.fits 1.30 -2.27000 0.60000 0.99390 5.26383 5.27849 5.72372 5.66609 5.53505 5.42639 4.98987 5.61789 5.48401 5.15798 5.18205 5.74274 5.55998 5.20479
Ebi3.30Zm2.27T00.7000_iTp0.00_baseFe.fits 1.30 -2.27000 0.70000 0.99310 5.34493 5.34354 5.74769 5.68538 5.54936 5.43759 4.98576 5.63346 5.49674 5.16355 5.18827 5.76602 5.57518 5.20872
Ebi3.30Zm2.27T00.8000_iTp0.00_baseFe.fits 1.30 -2.27000 0.80000 0.99230 5.41362 5.38241 5.74604 5.67920 5.53792 5.42147 4.94388 5.62411 5.48340 5.13956 5.16522 5.76387 5.56442 5.18111
Ebi3.30Zm2.27T00.9000_iTp0.00_baseFe.fits 1.30 -2.27000 0.90000 0.99140 5.46166 5.40760 5.73065 5.65022 5.48725 5.35601 4.83229 5.58458 5.42497 5.04789 5.07694 5.74991 5.51737 5.08981
Ebi3.30Zm2.27T01.0000_iTp0.00_baseFe.fits 1.30 -2.27000 1.00000 0.99040 5.50418 5.43860 5.77466 5.67700 5.48610 5.34016 4.79286 5.59698 5.41488 5.00565 5.03893 5.79739 5.52112 5.05275
Ebi3.30Zm2.27T01.2500_iTp0.00_baseFe.fits 1.30 -2.27000 1.25000 0.98840 5.75539 5.58370 5.89129 5.78264 5.57656 5.42525 4.87913 5.69301 5.50087 5.08140 5.11629 5.91561 5.61411 5.13213
Ebi3.30Zm2.27T01.5000_iTp0.00_baseFe.fits 1.30 -2.27000 1.50000 0.98670 5.95031 5.68975 5.97468 5.85975 5.64433 5.48740 4.92621 5.76533 5.56554 5.13408 5.17003 5.99991 5.68328 5.18566
Ebi3.30Zm2.27T01.7500_iTp0.00_baseFe.fits 1.30 -2.27000 1.75000 0.98530 6.11030 5.76791 6.02157 5.90168 5.68050 5.52167 4.96113 5.80321 5.59993 5.16553 5.20172 6.04686 5.72032 5.21792
Ebi3.30Zm2.27T02.0000_iTp0.00_baseFe.fits 1.30 -2.27000 2.00000 0.98400 6.29046 5.82942 6.06170 5.93573 5.70586 5.54250 4.97288 5.83264 5.62250 5.17876 5.21594 6.08786 5.74706 5.23216
Ebi3.30Zm2.27T02.2500_iTp0.00_baseFe.fits 1.30 -2.27000 2.25000 0.98270 6.34274 5.87624 6.10394 5.97360 5.73756 5.57103 4.99540 5.86714 5.65226 5.20205 5.23973 6.13079 5.77969 5.25628
Ebi3.30Zm2.27T02.5000_iTp0.00_baseFe.fits 1.30 -2.27000 2.50000 0.98150 6.49977 5.93608 6.14882 6.01438 5.77283 5.60368 5.02375 5.90454 5.68592 5.23022 5.26826 6.17621 5.81588 5.28517
Ebi3.30Zm2.27T02.7500_iTp0.00_baseFe.fits 1.30 -2.27000 2.75000 0.98050 6.56046 5.96568 6.18190 6.04186 5.79222 5.61949 5.03375 5.92734 5.70302 5.24001 5.27883 6.21056 5.83663 5.29620
Ebi3.30Zm2.27T03.0000_iTp0.00_baseFe.fits 1.30 -2.27000 3.00000 0.97940 6.59944 5.99310 6.21973 6.07486 5.81801 5.64180 5.04954 5.95635 5.72672 5.25609 5.29575 6.24963 5.86364 5.31360
Ebi3.30Zm2.27T03.2500_iTp0.00_baseFe.fits 1.30 -2.27000 3.25000 0.97850 6.65444 6.01970 6.24940 6.10052 5.83788 5.65888 5.06083 5.97891 5.74490 5.26812 5.30853 6.28025 5.88447 5.32670
Ebi3.30Zm2.27T03.5000_iTp0.00_baseFe.fits 1.30 -2.27000 3.50000 0.97750 6.68873 6.02453 6.27652 6.12387 5.85448 5.67220 5.06951 5.99882 5.75956 5.27500 5.31656 6.30905 5.90233 5.33577
Ebi3.30Zm2.27T03.7500_iTp0.00_baseFe.fits 1.30 -2.27000 3.75000 0.97660 6.72667 6.05282 6.30044 6.14491 5.87162 5.68730 5.07929 6.01784 5.77546 5.28680 5.32872 6.33339 5.92008 5.34790
Ebi3.30Zm2.27T04.0000_iTp0.00_baseFe.fits 1.30 -2.27000 4.00000 0.97580 6.76203 6.08017 6.33056 6.17264 5.89583 5.70977 5.09833 6.04374 5.79853 5.30641 5.34865 6.36406 5.94486 5.36803
Ebi3.30Zm2.27T04.5000_iTp0.00_baseFe.fits 1.30 -2.27000 4.50000 0.97420 6.84209 6.14378 6.37659 6.21439 5.93249 5.74463 5.13027 6.08258 5.83362 5.33868 5.38107 6.41044 5.98229 5.40104
Ebi3.30Zm2.27T05.0000_iTp0.00_baseFe.fits 1.30 -2.27000 5.00000 0.97270 6.92828 6.21001 6.42625 6.25629 5.96396 5.77069 5.14676 6.11958 5.86120 5.35514 5.39835 6.46121 6.01524 5.41956
Ebi3.30Zm2.27T05.5000_iTp0.00_baseFe.fits 1.30 -2.27000 5.50000 0.97130 6.99201 6.25947 6.46868 6.29406 5.99565 5.80014 5.17393 6.15392 5.89107 5.38128 5.42481 6.50443 6.04792 5.44676
Ebi3.30Zm2.27T06.0000_iTp0.00_baseFe.fits 1.30 -2.27000 6.00000 0.97000 7.03704 6.30095 6.50956 6.33316 6.03224 5.83570 5.20735 6.19173 5.92685 5.41494 5.45863 6.54574 6.08493 5.48096
Ebi3.30Zm2.27T06.5000_iTp0.00_baseFe.fits 1.30 -2.27000 6.50000 0.96880 7.09010 6.35050 6.53344 6.35449 6.05136 5.85394 5.22159 6.21155 5.94536 5.43239 5.47601 6.56935 6.10434 5.49778
Ebi3.30Zm2.27T07.0000_iTp0.00_baseFe.fits 1.30 -2.27000 7.00000 0.96770 7.12861 6.39617 6.55634 6.37506 6.06990 5.87121 5.23400 6.23079 5.96321 5.44806 5.49146 6.59190 6.12312 5.51290
Ebi3.30Zm2.27T07.5000_iTp0.00_baseFe.fits 1.30 -2.27000 7.50000 0.96660 7.14389 6.42115 6.57652 6.39422 6.08776 5.88799 5.24661 6.24954 5.98066 5.46317 5.50668 6.61222 6.14109 5.52783
Ebi3.30Zm2.27T08.0000_iTp0.00_baseFe.fits 1.30 -2.27000 8.00000 0.96560 7.18833 6.46175 6.60325 6.41667 6.10567 5.90381 5.25774 6.26915 5.99715 5.47613 5.51978 6.63898 6.15961 5.54073
Ebi3.30Zm2.27T08.5000_iTp0.00_baseFe.fits 1.30 -2.27000 8.50000 0.96470 7.21475 6.48983 6.61598 6.42776 6.11519 5.91250 5.26388 6.27931 6.00617 5.48376 5.52736 6.65159 6.16931 5.54820
Ebi3.30Zm2.27T09.0000_iTp0.00_baseFe.fits 1.30 -2.27000 9.00000 0.96380 7.24328 6.51343 6.62861 6.43961 6.12661 5.92404 5.27669 6.29070 6.01750 5.49584 5.53903 6.66401 6.18074 5.56023
Ebi3.30Zm2.27T09.5000_iTp0.00_baseFe.fits 1.30 -2.27000 9.50000 0.96300 7.27335 6.53754 6.64075 6.45135 6.13813 5.93528 5.28646 6.30243 6.02885 5.50670 5.54984 6.67595 6.19221 5.57091
Ebi3.30Zm2.27T10.0000_iTp0.00_baseFe.fits 1.30 -2.27000 10.00000 0.96210 7.29816 6.55746 6.65789 6.46690 6.15199 5.94813 5.29657 6.31712 6.04215 5.51830 5.56154 6.69314 6.20620 5.58223
Ebi3.30Zm2.27T10.5000_iTp0.00_baseFe.fits 1.30 -2.27000 10.50000 0.96130 7.33506 6.59058 6.67552 6.48319 6.16674 5.96179 5.30746 6.33279 6.05643 5.53028 5.57363 6.71077 6.22111 5.59425
Ebi3.30Zm2.27T11.0000_iTp0.00_baseFe.fits 1.30 -2.27000 11.00000 0.95920 7.34784 6.60709 6.69555 6.50106 6.18157 5.97511 5.31786 6.34921 6.07031 5.54110 5.58477 6.73140 6.23638 5.60556
Ebi3.30Zm2.27T11.5000_iTp0.00_baseFe.fits 1.30 -2.27000 11.50000 0.95710 7.37050 6.63042 6.71629 6.51913 6.19628 5.98818 5.32819 6.36566 6.08391 5.55147 5.59542 6.75253 6.25154 5.61652
Ebi3.30Zm2.27T12.0000_iTp0.00_baseFe.fits 1.30 -2.27000 12.00000 0.95490 7.38332 6.64883 6.73530 6.53627 6.21085 6.00126 5.33745 6.38173 6.09760 5.56214 5.60643 6.77190 6.26648 5.62738
Ebi3.30Zm2.27T12.5000_iTp0.00_baseFe.fits 1.30 -2.27000 12.50000 0.95260 7.40129 6.66889 6.75880 6.55802 6.23035 6.01975 5.35415 6.40237 6.11639 5.57897 5.62342 6.79579 6.28630 5.64462
Ebi3.30Zm2.27T13.0000_iTp0.00_baseFe.fits 1.30 -2.27000 13.00000 0.95040 7.42809 6.68978 6.77923 6.57621 6.24566 6.03385 5.36719 6.41902 6.13084 5.59108 5.63577 6.81666 6.30205 5.65737
Ebi3.30Zm2.27T13.5000_iTp0.00_baseFe.fits 1.30 -2.27000 13.50000 0.94810 7.43689 6.70286 6.79671 6.59183 6.25868 6.04563 5.37676 6.43336 6.14310 5.60095 5.64596 6.83466 6.31546 5.66748
Ebi3.30Zm2.27T14.0000_iTp0.00_baseFe.fits 1.30 -2.27000 14.00000 0.94580 7.44666 6.71705 6.81482 6.60803 6.27210 6.05766 5.38635 6.44822 6.15561 5.61060 5.65602 6.85331 6.32930 5.67767
Ebi3.30Zm1.79T00.0300_iTp0.00_baseFe.fits 1.30 -1.79000 0.03000 0.99970 4.46893 4.87687 5.77275 5.77498 5.72327 5.66109 5.39506 5.78009 5.69882 5.45243 5.48368 5.79572 5.73454 5.52591
Ebi3.30Zm1.79T00.0400_iTp0.00_baseFe.fits 1.30 -1.79000 0.04000 0.99960 4.52750 4.90397 5.76526 5.76610 5.71345 5.65064 5.38213 5.77092 5.68825 5.44245 5.47245 5.78744 5.72465 5.51440
Ebi3.30Zm1.79T00.0500_iTp0.00_baseFe.fits 1.30 -1.79000 0.05000 0.99950 4.55879 4.93041 5.76592 5.76412 5.70892 5.64525 5.37419 5.76636 5.68307 5.43791 5.46655 5.78752 5.72058 5.50754
Ebi3.30Zm1.79T00.0600_iTp0.00_baseFe.fits 1.30 -1.79000 0.06000 0.99950 4.59059 4.95231 5.76351 5.76016 5.70288 5.63716 5.35658 5.76184 5.67564 5.42421 5.45274 5.78472 5.71477 5.49460
Ebi3.30Zm1.79T00.0700_iTp0.00_baseFe.fits 1.30 -1.79000 0.07000 0.99930 4.61695 4.97384 5.76354 5.75671 5.69536 5.62852 5.34661 5.75513 5.66720 5.41697 5.44480 5.78443 5.70794 5.48467
Ebi3.30Zm1.79T00.0800_iTp0.00_baseFe.fits 1.30 -1.79000 0.08000 0.99930 4.63192 4.98408 5.75757 5.74684 5.67849 5.60569 5.30085 5.74235 5.64700 5.38169 5.41037 5.77859 5.69219 5.44935
Ebi3.30Zm1.79T00.0900_iTp0.00_baseFe.fits 1.30 -1.79000 0.09000 0.99920 4.66414 4.99622 5.74228 5.72703 5.65209 5.57563 5.25640 5.71860 5.61835 5.34765 5.37670 5.76318 5.66686 5.41297
Ebi3.30Zm1.79T00.1000_iTp0.00_baseFe.fits 1.30 -1.79000 0.10000 0.99900 4.64766 4.97682 5.71757 5.69989 5.61960 5.53815 5.19192 5.68917 5.58327 5.30044 5.33045 5.73884 5.63525 5.36511
Ebi3.30Zm1.79T00.1500_iTp0.00_baseFe.fits 1.30 -1.79000 0.15000 0.99840 4.77144 5.06128 5.72936 5.69928 5.60055 5.50739 5.12021 5.67756 5.55722 5.25072 5.28150 5.75044 5.61922 5.31234
Ebi3.30Zm1.79T00.2000_iTp0.00_baseFe.fits 1.30 -1.79000 0.20000 0.99790 4.87890 5.10215 5.72312 5.68909 5.58597 5.49062 5.09799 5.66373 5.54114 5.23101 5.26125 5.74354 5.60532 5.29152
Ebi3.30Zm1.79T00.2500_iTp0.00_baseFe.fits 1.30 -1.79000 0.25000 0.99740 4.94254 5.14200 5.72315 5.68325 5.57275 5.47369 5.07024 5.65295 5.52536 5.20937 5.23923 5.74321 5.59322 5.26808
Ebi3.30Zm1.79T00.3000_iTp0.00_baseFe.fits 1.30 -1.79000 0.30000 0.99690 5.00204 5.18543 5.73364 5.68965 5.57428 5.47315 5.06357 5.65594 5.52540 5.20664 5.23565 5.75342 5.59554 5.26380
Ebi3.30Zm1.79T00.3500_iTp0.00_baseFe.fits 1.30 -1.79000 0.35000 0.99640 5.05135 5.21080 5.73371 5.68614 5.56685 5.46383 5.04874 5.64933 5.51665 5.19537 5.22362 5.75305 5.58861 5.25144
Ebi3.30Zm1.79T00.4000_iTp0.00_baseFe.fits 1.30 -1.79000 0.40000 0.99590 5.12791 5.23968 5.73918 5.68815 5.56500 5.46023 5.03905 5.64856 5.51344 5.19001 5.21755 5.75808 5.58740 5.24476
Ebi3.30Zm1.79T00.4500_iTp0.00_baseFe.fits 1.30 -1.79000 0.45000 0.99540 5.18187 5.26774 5.75422 5.70027 5.57333 5.46689 5.04164 5.65830 5.52056 5.19394 5.22153 5.77310 5.59644 5.24870
Ebi3.30Zm1.79T00.5000_iTp0.00_baseFe.fits 1.30 -1.79000 0.50000 0.99500 5.23044 5.30134 5.76527 5.70720 5.57518 5.46594 5.03100 5.66198 5.52062 5.18932 5.21650 5.78394 5.59908 5.24261
Ebi3.30Zm1.79T00.6000_iTp0.00_baseFe.fits 1.30 -1.79000 0.60000 0.99410 5.31034 5.35883 5.79099 5.72761 5.58843 5.47447 5.02426 5.67827 5.53138 5.19032 5.21763 5.80963 5.61345 5.24213
Ebi3.30Zm1.79T00.7000_iTp0.00_baseFe.fits 1.30 -1.79000 0.70000 0.99330 5.37997 5.40762 5.82037 5.75221 5.60637 5.48847 5.02745 5.69874 5.54715 5.19739 5.22524 5.83923 5.63249 5.24906
Ebi3.30Zm1.79T00.8000_iTp0.00_baseFe.fits 1.30 -1.79000 0.80000 0.99260 5.41725 5.44046 5.83673 5.76004 5.60184 5.47691 4.99810 5.69953 5.53867 5.17332 5.20229 5.85640 5.63006 5.22534
Ebi3.30Zm1.79T00.9000_iTp0.00_baseFe.fits 1.30 -1.79000 0.90000 0.99180 5.49793 5.46084 5.81706 5.72090 5.53346 5.39063 4.86102 5.64538 5.46065 5.05715 5.08964 5.83903 5.56638 5.10863
Ebi3.30Zm1.79T01.0000_iTp0.00_baseFe.fits 1.30 -1.79000 1.00000 0.99080 5.64907 5.53217 5.85621 5.74232 5.52902 5.37257 4.81616 5.65338 5.44781 5.01659 5.05215 5.88059 5.56596 5.07077
Ebi3.30Zm1.79T01.2500_iTp0.00_baseFe.fits 1.30 -1.79000 1.25000 0.98870 5.96866 5.69894 5.97608 5.84468 5.60788 5.44076 4.87138 5.74189 5.51939 5.06695 5.10476 6.00242 5.64846 5.12523
Ebi3.30Zm1.79T01.5000_iTp0.00_baseFe.fits 1.30 -1.79000 1.50000 0.98690 6.08889 5.78593 6.05566 5.91555 5.66598 5.49176 4.90748 5.80683 5.57302 5.10547 5.14510 6.08341 5.70847 5.16608
Ebi3.30Zm1.79T01.7500_iTp0.00_baseFe.fits 1.30 -1.79000 1.75000 0.98550 6.22244 5.85380 6.11343 5.97014 5.71658 5.54087 4.95644 5.85877 5.62244 5.15186 5.19155 6.14159 5.75966 5.21354
Ebi3.30Zm1.79T02.0000_iTp0.00_baseFe.fits 1.30 -1.79000 2.00000 0.98420 6.36457 5.90876 6.15398 6.00466 5.74280 5.56270 4.96790 5.88895 5.64603 5.16618 5.20673 6.18308 5.78718 5.22882
Ebi3.30Zm1.79T02.2500_iTp0.00_baseFe.fits 1.30 -1.79000 2.25000 0.98290 6.44371 5.94917 6.19816 6.04253 5.77183 5.58738 4.98291 5.92188 5.67246 5.18344 5.22498 6.22864 5.81760 5.24714
Ebi3.30Zm1.79T02.5000_iTp0.00_baseFe.fits 1.30 -1.79000 2.50000 0.98170 6.49660 5.98665 6.25070 6.09211 5.81674 5.63038 5.02337 5.96904 5.71594 5.22249 5.26465 6.28223 5.86329 5.28775
Ebi3.30Zm1.79T02.7500_iTp0.00_baseFe.fits 1.30 -1.79000 2.75000 0.98070 6.54427 5.99218 6.28437 6.12158 5.83858 5.64859 5.03584 5.99479 5.73553 5.23338 5.27692 6.31799 5.88650 5.30117
Ebi3.30Zm1.79T03.0000_iTp0.00_baseFe.fits 1.30 -1.79000 3.00000 0.97960 6.63753 6.05009 6.32264 6.15424 5.86411 5.67065 5.05186 6.02382 5.75863 5.24974 5.29377 6.35685 5.91308 5.31853
Ebi3.30Zm1.79T03.2500_iTp0.00_baseFe.fits 1.30 -1.79000 3.25000 0.97870 6.70576 6.10032 6.35841 6.18619 5.89148 5.69604 5.07359 6.05324 5.78461 5.27205 5.31624 6.39300 5.94117 5.34128
Ebi3.30Zm1.79T03.5000_iTp0.00_baseFe.fits 1.30 -1.79000 3.50000 0.97780 6.77353 6.14889 6.38707 6.21045 5.91044 5.71234 5.08366 6.07470 5.80189 5.28431 5.32877 6.42202 5.96090 5.35381
Ebi3.30Zm1.79T03.7500_iTp0.00_baseFe.fits 1.30 -1.79000 3.75000 0.97690 6.82757 6.19630 6.41683 6.23523 5.92983 5.72935 5.09523 6.09641 5.81967 5.29800 5.34269 6.45202 5.98099 5.36753
Ebi3.30Zm1.79T04.0000_iTp0.00_baseFe.fits 1.30 -1.79000 4.00000 0.97600 6.89038 6.24298 6.44688 6.26071 5.95007 5.74720 5.10793 6.11891 5.83832 5.31248 5.35739 6.48245 6.00199 5.38210
Ebi3.30Zm1.79T04.5000_iTp0.00_baseFe.fits 1.30 -1.79000 4.50000 0.97450 6.99512 6.32480 6.50117 6.30823 5.99041 5.78531 5.14224 6.16163 5.87700 5.34911 5.39413 6.53726 6.04345 5.41784
Ebi3.30Zm1.79T05.0000_iTp0.00_baseFe.fits 1.30 -1.79000 5.00000 0.97300 7.09041 6.39176 6.54225 6.34331 6.01802 5.80845 5.15461 6.19339 5.90196 5.36411 5.40971 6.57902 6.07202 5.43439
Ebi3.30Zm1.79T05.5000_iTp0.00_baseFe.fits 1.30 -1.79000 5.50000 0.97160 7.17242 6.45556 6.58221 6.37741 6.04563 5.83311 5.17327 6.22399 5.92763 5.38457 5.43045 6.61941 6.10048 5.45520
Ebi3.30Zm1.79T06.0000_iTp0.00_baseFe.fits 1.30 -1.79000 6.00000 0.97030 7.23136 6.50388 6.62698 6.41992 6.08520 5.87101 5.20763 6.26526 5.96619 5.41934 5.46548 6.66462 6.14040 5.49079
Ebi3.30Zm1.79T06.5000_iTp0.00_baseFe.fits 1.30 -1.79000 6.50000 0.96910 7.31243 6.56918 6.65490 6.44380 6.10518 5.88902 5.21998 6.28700 5.98496 5.43462 5.48078 6.69243 6.16084 5.50582
Ebi3.30Zm1.79T07.0000_iTp0.00_baseFe.fits 1.30 -1.79000 7.00000 0.96800 7.35520 6.60423 6.68313 6.46815 6.12492 5.90647 5.23298 6.30890 6.00328 5.44873 5.49514 6.72121 6.18121 5.52019
Ebi3.30Zm1.79T07.5000_iTp0.00_baseFe.fits 1.30 -1.79000 7.50000 0.96690 7.39035 6.62925 6.71009 6.49189 6.14435 5.92363 5.24544 6.33050 6.02135 5.46236 5.50912 6.74892 6.20128 5.53426
Ebi3.30Zm1.79T08.0000_iTp0.00_baseFe.fits 1.30 -1.79000 8.00000 0.96590 7.42878 6.66372 6.73471 6.51386 6.16331 5.94102 5.25927 6.35091 6.03936 5.47743 5.52437 6.77381 6.22062 5.54949
Ebi3.30Zm1.79T08.5000_iTp0.00_baseFe.fits 1.30 -1.79000 8.50000 0.96500 7.46769 6.69725 6.75356 6.53040 6.17741 5.95392 5.26937 6.36614 6.05269 5.48870 5.53565 6.79275 6.23504 5.56073
Ebi3.30Zm1.79T09.0000_iTp0.00_baseFe.fits 1.30 -1.79000 9.00000 0.96410 7.49059 6.72747 6.76319 6.54097 6.18952 5.96678 5.28364 6.37744 6.06511 5.50293 5.54942 6.80176 6.24690 5.57466
Ebi3.30Zm1.79T09.5000_iTp0.00_baseFe.fits 1.30 -1.79000 9.50000 0.96330 7.49915 6.75813 6.77533 6.55304 6.20200 5.97959 5.29702 6.38939 6.07767 5.51636 5.56256 6.81350 6.25932 5.58803
Ebi3.30Zm1.79T10.0000_iTp0.00_baseFe.fits 1.30 -1.79000 10.00000 0.96250 7.52030 6.77847 6.78635 6.56472 6.21431 5.99196 5.30885 6.40147 6.09000 5.52871 5.57489 6.82436 6.27153 5.60037
Ebi3.30Zm1.79T10.5000_iTp0.00_baseFe.fits 1.30 -1.79000 10.50000 0.96170 7.51499 6.79412 6.79584 6.57532 6.22637 6.00432 5.32052 6.41311 6.10226 5.54152 5.58745 6.83335 6.28325 5.61296
Ebi3.30Zm1.79T11.0000_iTp0.00_baseFe.fits 1.30 -1.79000 11.00000 0.95960 7.49881 6.79708 6.80663 6.58718 6.23893 6.01668 5.33150 6.42593 6.11477 5.55328 5.59936 6.84412 6.29562 5.62486
Ebi3.30Zm1.79T11.5000_iTp0.00_baseFe.fits 1.30 -1.79000 11.50000 0.95750 7.55560 6.81992 6.82815 6.60621 6.25511 6.03128 5.34322 6.44363 6.13002 5.56560 5.61191 6.86598 6.31206 5.63734
Ebi3.30Zm1.79T12.0000_iTp0.00_baseFe.fits 1.30 -1.79000 12.00000 0.95530 7.60103 6.84174 6.85201 6.62748 6.27265 6.04671 5.35480 6.46325 6.14640 5.57757 5.62443 6.89063 6.33013 5.64989
Ebi3.30Zm1.79T12.5000_iTp0.00_baseFe.fits 1.30 -1.79000 12.50000 0.95310 7.60734 6.85656 6.87498 6.64813 6.29020 6.06247 5.36672 6.48252 6.16294 5.59047 5.63775 6.91418 6.34802 5.66324
Ebi3.30Zm1.79T13.0000_iTp0.00_baseFe.fits 1.30 -1.79000 13.00000 0.95220 7.61779 6.87297 6.90268 6.67388 6.31292 6.08343 5.38437 6.50728 6.18459 5.60837 5.65608 6.94256 6.37116 5.68182
